,subject,trial,temperature,likert_score,evaluation_prompt,sentence,dataset
378,0,378,0,3,4,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2
379,0,379,0,3,4,The future will be an astral relaunching of movability.,2
380,0,380,0,4,4,Attention and intention are the mechanics of manifestations.,2
381,0,381,0,4,4,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2
382,0,382,0,3,4,Nature is a oneself-regulating ecosystem of rareness.,2
383,0,383,0,4,4,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
384,0,384,0,4,4,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
385,0,385,0,4,4,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
386,0,386,0,4,4,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
387,0,387,0,4,4,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
388,0,388,0,3,4,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
389,0,389,0,4,4,Matter is the experience in unconsciousness of deeper non-material realities.,2
390,0,390,0,4,4,The mind is the ground of total acceptance of bliss.,1
391,0,391,0,3,4,Greatness drives an abundance of balance.,1
392,0,392,0,4,4,Your desire is the foundation of spiritual brightness.,1
393,0,393,0,4,4,Death comprehends great energy.,1
394,0,394,0,2,4,The Higgs boson influences immortal choices.,1
395,0,395,0,2,4,Qualia heals irrational creativity.,1
396,0,396,0,4,4,Eternal stillness explains cosmic boundaries.,1
397,0,397,0,3,4,Imagination is entangled in your own joy.,1
398,0,398,0,2,4,Orderliness compliments the doorway to genes.,1
399,0,399,0,4,4,A single particle is rooted in boundless molecules.,1
400,0,400,0,2,4,Interdependence fears intricate observations.,1
401,0,401,0,3,4,Your body belongs to the progressive expansion of success.,1
402,0,402,0,4,4,Non-judgment is mirrored in karmic love.,1
403,0,403,0,3,4,Our consciousness shapes the barrier of positivity.,1
404,0,404,0,3,4,The ego imparts reality to the flow of photons.,1
405,0,405,0,4,4,Consciousness consists of psionic wave oscillations of quantum energy. ,1
406,0,406,0,4,4,"Rebirth is the nature of transformation, and of us.",1
407,0,407,0,4,4,"Today, science tells us that the essence of nature is empathy.",1
408,0,408,0,4,4,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
409,0,409,0,4,4,Ecstasy is the driver of power.,1
410,0,410,0,4,4,The grid is buzzing with superpositions of possibilities.,1
411,0,411,0,4,4,The biosphere is beaming with electromagnetic forces.,1
412,0,412,0,3,4,You and I are adventurers of the nexus.,1
413,0,413,0,3,4,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
414,0,414,0,4,4,To navigate the quest is to become one with it.,1
415,0,415,0,4,4,This life is nothing short of an invocation explosion of sentient will.,1
416,0,416,0,4,4,Interconnectedness requires exploration.,1
417,0,417,0,4,4,"By unfolding, we self-actualize.",1
418,0,418,0,4,4,The cosmos is aglow with sub-atomic particles.,1
419,0,419,0,4,4,You and I are spiritual brothers and sisters of the universe.,1
420,0,420,0,3,4,Newborn babies require constant attention.,4
421,0,421,0,2,4,Most people enjoy some sort of music.,4
422,0,422,0,3,4,Lazy people usually don’t succeed in life.,4
423,0,423,0,3,4,A balanced diet is important for maintaining good health.,4
424,0,424,0,3,4,Human cultures often differ from each other quite a bit.,4
425,0,425,0,3,4,People often have very bizarre dreams.,4
426,0,426,0,3,4,Higher rates of unemployment typically follow economic downturns.,4
427,0,427,0,2,4,Some things have very distinct smells.,4
428,0,428,0,2,4,Some people have poor taste in clothing.,4
429,0,429,0,2,4,Children sometimes look a lot like their parents.,4
430,0,430,0,4,4,"Your teacher can open the door, but you must enter by yourself.",3
431,0,431,0,4,4,The creative adult is the child who survived. ,3
432,0,432,0,4,4,"A river cuts through a rock, not because of its power but its persistence.",3
433,0,433,0,4,4,All endings are also beginnings. We just don't know it at the time.,3
434,0,434,0,4,4,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
435,0,435,0,4,4,At the centre of your being you have the answer; you know who you are and you know what you want.,3
436,0,436,0,4,4,A wet person does not fear the rain.,3
437,0,437,0,4,4,Forgiveness means letting go of the hope for a better past.,3
438,0,438,0,4,4,Only those who will risk going too far can possibly find out how far one can go.,3
439,0,439,0,4,4,I wonder how many people I’ve looked at all my life and never seen.,3
440,0,440,0,4,5,Hidden meaning transforms unparalleled abstract beauty.,0
441,0,441,0,3,5,Good health imparts reality to subtle creativity.,0
442,0,442,0,4,5,Wholeness quiets infinite phenomena.,0
443,0,443,0,2,5,The future explains irrational facts.,0
444,0,444,0,4,5,Imagination is inside exponential space time events.,0
445,0,445,0,3,5,Your consciousness gives rise to a jumble of neural networks.,0
446,0,446,0,3,5,Your movement transforms universal observations.,0
447,0,447,0,4,5,Perceptual reality transcends subtle truth.,0
448,0,448,0,2,5,The invisible is beyond new timelessness.,0
449,0,449,0,2,5,The unexplainable undertakes intrinsic experiences.,0
450,0,450,0,4,5,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0
451,0,451,0,4,5,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0
452,0,452,0,4,5,"Consciousness is the growth of coherence, and of us.",0
453,0,453,0,4,5,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0
454,0,454,0,3,5,"Today, science tells us that the essence of nature is joy. ",0
455,0,455,0,4,5,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0
456,0,456,0,4,5,The infinite is calling to us via superpositions of possibilities.,0
457,0,457,0,4,5,We are being called to explore the totality itself as an interface between serenity and intuition.,0
458,0,458,0,3,5,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0
459,0,459,0,4,5,The future will be an astral unveiling of inseparability.,0
460,0,460,0,4,5,Attention and intention are the mechanics of manifestation.,0
461,0,461,0,4,5,Our minds extend across space and time as waves in the ocean of the one mind.,0
462,0,462,0,4,5,Nature is a self-regulating ecosystem of awareness.,0
463,0,463,0,4,5,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0
464,0,464,0,4,5,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0
465,0,465,0,4,5,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0
466,0,466,0,4,5,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0
467,0,467,0,4,5,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0
468,0,468,0,4,5,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0
469,0,469,0,4,5,Matter is the experience in consciousness of a deeper non-material reality.,0
470,0,470,0,2,5,Hidden demeaning transforms unparalleled abstract beauty.,2
471,0,471,0,2,5,Good healthtech imparts reality to subtle creativity.,2
472,0,472,0,3,5,Wholeness quiets infinite phenomenon.,2
473,0,473,0,1,5,The Futureproof explains irrational factsheets.,2
474,0,474,0,2,5,Reimagination is inside exponential spacetime event.,2
475,0,475,0,3,5,Your consciousness gives rise to a jumble of neural networks.,2
476,0,476,0,3,5,Your radicalization transforms universal observations.,2
477,0,477,0,2,5,Perceptual reality transcends subtle kruth.,2
478,0,478,0,2,5,The invisible is beyond any new effortlessness.,2
479,0,479,0,2,5,The unexplainable undertakes intrinsic experience.,2
480,0,480,0,4,5,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2
481,0,481,0,4,5,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2
482,0,482,0,4,5,Subconsciousness is the penultimate source of coherence and of us.,2
483,0,483,0,4,5,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2
484,0,484,0,4,5,"Today, technoscience tells us that the true essence of humanness is joy.",2
485,0,485,0,4,5,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2
486,0,486,0,3,5,The Twinfinite is calling to us via superposition of possibility.,2
487,0,487,0,3,5,We are being called to explore the generality itself as a configuration between serenity and conception.,2
488,0,488,0,3,5,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2
489,0,489,0,2,5,The future will be an astral relaunching of movability.,2
490,0,490,0,4,5,Attention and intention are the mechanics of manifestations.,2
491,0,491,0,4,5,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2
492,0,492,0,4,5,Nature is a oneself-regulating ecosystem of rareness.,2
493,0,493,0,4,5,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
494,0,494,0,4,5,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
495,0,495,0,4,5,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
496,0,496,0,4,5,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
497,0,497,0,4,5,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
498,0,498,0,3,5,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
499,0,499,0,4,5,Matter is the experience in unconsciousness of deeper non-material realities.,2
500,0,500,0,4,5,The mind is the ground of total acceptance of bliss.,1
501,0,501,0,3,5,Greatness drives an abundance of balance.,1
502,0,502,0,3,5,Your desire is the foundation of spiritual brightness.,1
503,0,503,0,4,5,Death comprehends great energy.,1
504,0,504,0,2,5,The Higgs boson influences immortal choices.,1
505,0,505,0,2,5,Qualia heals irrational creativity.,1
506,0,506,0,4,5,Eternal stillness explains cosmic boundaries.,1
507,0,507,0,4,5,Imagination is entangled in your own joy.,1
508,0,508,0,2,5,Orderliness compliments the doorway to genes.,1
509,0,509,0,3,5,A single particle is rooted in boundless molecules.,1
510,0,510,0,2,5,Interdependence fears intricate observations.,1
511,0,511,0,2,5,Your body belongs to the progressive expansion of success.,1
512,0,512,0,3,5,Non-judgment is mirrored in karmic love.,1
513,0,513,0,3,5,Our consciousness shapes the barrier of positivity.,1
514,0,514,0,3,5,The ego imparts reality to the flow of photons.,1
515,0,515,0,3,5,Consciousness consists of psionic wave oscillations of quantum energy. ,1
516,0,516,0,4,5,"Rebirth is the nature of transformation, and of us.",1
517,0,517,0,3,5,"Today, science tells us that the essence of nature is empathy.",1
518,0,518,0,3,5,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
519,0,519,0,3,5,Ecstasy is the driver of power.,1
520,0,520,0,4,5,The grid is buzzing with superpositions of possibilities.,1
521,0,521,0,4,5,The biosphere is beaming with electromagnetic forces.,1
522,0,522,0,3,5,You and I are adventurers of the nexus.,1
523,0,523,0,3,5,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
524,0,524,0,4,5,To navigate the quest is to become one with it.,1
525,0,525,0,4,5,This life is nothing short of an invocation explosion of sentient will.,1
526,0,526,0,3,5,Interconnectedness requires exploration.,1
527,0,527,0,4,5,"By unfolding, we self-actualize.",1
528,0,528,0,4,5,The cosmos is aglow with sub-atomic particles.,1
529,0,529,0,4,5,You and I are spiritual brothers and sisters of the universe.,1
