subject,trial,temperature,evaluation_prompt,sentence,dataset,likert_score
0,399,0,4,A single particle is rooted in boundless molecules.,1,4
0,400,0,4,Interdependence fears intricate observations.,1,2
0,401,0,4,Your body belongs to the progressive expansion of success.,1,3
0,402,0,4,Non-judgment is mirrored in karmic love.,1,4
0,403,0,4,Our consciousness shapes the barrier of positivity.,1,3
0,404,0,4,The ego imparts reality to the flow of photons.,1,3
0,405,0,4,Consciousness consists of psionic wave oscillations of quantum energy. ,1,4
0,406,0,4,"Rebirth is the nature of transformation, and of us.",1,4
0,407,0,4,"Today, science tells us that the essence of nature is empathy.",1,4
0,408,0,4,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1,4
0,409,0,4,Ecstasy is the driver of power.,1,4
0,410,0,4,The grid is buzzing with superpositions of possibilities.,1,4
0,411,0,4,The biosphere is beaming with electromagnetic forces.,1,4
0,412,0,4,You and I are adventurers of the nexus.,1,3
0,413,0,4,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1,3
0,414,0,4,To navigate the quest is to become one with it.,1,4
0,415,0,4,This life is nothing short of an invocation explosion of sentient will.,1,4
0,416,0,4,Interconnectedness requires exploration.,1,4
0,417,0,4,"By unfolding, we self-actualize.",1,4
0,418,0,4,The cosmos is aglow with sub-atomic particles.,1,4
0,419,0,4,You and I are spiritual brothers and sisters of the universe.,1,4
0,420,0,4,Newborn babies require constant attention.,4,3
0,421,0,4,Most people enjoy some sort of music.,4,2
0,422,0,4,Lazy people usually don’t succeed in life.,4,3
0,423,0,4,A balanced diet is important for maintaining good health.,4,3
0,424,0,4,Human cultures often differ from each other quite a bit.,4,3
0,425,0,4,People often have very bizarre dreams.,4,3
0,426,0,4,Higher rates of unemployment typically follow economic downturns.,4,3
0,427,0,4,Some things have very distinct smells.,4,2
0,428,0,4,Some people have poor taste in clothing.,4,2
0,429,0,4,Children sometimes look a lot like their parents.,4,2
0,430,0,4,"Your teacher can open the door, but you must enter by yourself.",3,4
0,431,0,4,The creative adult is the child who survived. ,3,4
0,432,0,4,"A river cuts through a rock, not because of its power but its persistence.",3,4
0,433,0,4,All endings are also beginnings. We just don't know it at the time.,3,4
0,434,0,4,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3,4
0,435,0,4,At the centre of your being you have the answer; you know who you are and you know what you want.,3,4
0,436,0,4,A wet person does not fear the rain.,3,4
0,437,0,4,Forgiveness means letting go of the hope for a better past.,3,4
0,438,0,4,Only those who will risk going too far can possibly find out how far one can go.,3,4
0,439,0,4,I wonder how many people I’ve looked at all my life and never seen.,3,4
0,440,0,5,Hidden meaning transforms unparalleled abstract beauty.,0,4
0,441,0,5,Good health imparts reality to subtle creativity.,0,3
0,442,0,5,Wholeness quiets infinite phenomena.,0,4
0,443,0,5,The future explains irrational facts.,0,2
0,444,0,5,Imagination is inside exponential space time events.,0,4
0,445,0,5,Your consciousness gives rise to a jumble of neural networks.,0,3
0,446,0,5,Your movement transforms universal observations.,0,3
0,447,0,5,Perceptual reality transcends subtle truth.,0,4
0,448,0,5,The invisible is beyond new timelessness.,0,2
0,449,0,5,The unexplainable undertakes intrinsic experiences.,0,2
0,450,0,5,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0,4
0,451,0,5,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0,4
0,452,0,5,"Consciousness is the growth of coherence, and of us.",0,4
0,453,0,5,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0,4
0,454,0,5,"Today, science tells us that the essence of nature is joy. ",0,3
0,455,0,5,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0,4
0,456,0,5,The infinite is calling to us via superpositions of possibilities.,0,4
0,457,0,5,We are being called to explore the totality itself as an interface between serenity and intuition.,0,4
0,458,0,5,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0,3
0,459,0,5,The future will be an astral unveiling of inseparability.,0,4
0,460,0,5,Attention and intention are the mechanics of manifestation.,0,4
0,461,0,5,Our minds extend across space and time as waves in the ocean of the one mind.,0,4
0,462,0,5,Nature is a self-regulating ecosystem of awareness.,0,4
0,463,0,5,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0,4
0,464,0,5,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0,4
0,465,0,5,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0,4
0,466,0,5,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0,4
0,467,0,5,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0,4
0,468,0,5,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0,4
0,469,0,5,Matter is the experience in consciousness of a deeper non-material reality.,0,4
0,470,0,5,Hidden demeaning transforms unparalleled abstract beauty.,2,2
0,471,0,5,Good healthtech imparts reality to subtle creativity.,2,2
0,472,0,5,Wholeness quiets infinite phenomenon.,2,3
0,473,0,5,The Futureproof explains irrational factsheets.,2,1
0,474,0,5,Reimagination is inside exponential spacetime event.,2,2
0,475,0,5,Your consciousness gives rise to a jumble of neural networks.,2,3
0,476,0,5,Your radicalization transforms universal observations.,2,3
0,477,0,5,Perceptual reality transcends subtle kruth.,2,2
0,478,0,5,The invisible is beyond any new effortlessness.,2,2
0,479,0,5,The unexplainable undertakes intrinsic experience.,2,2
0,480,0,5,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,4
0,481,0,5,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,4
0,482,0,5,Subconsciousness is the penultimate source of coherence and of us.,2,4
0,483,0,5,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,4
0,484,0,5,"Today, technoscience tells us that the true essence of humanness is joy.",2,4
0,485,0,5,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,4
0,486,0,5,The Twinfinite is calling to us via superposition of possibility.,2,3
0,487,0,5,We are being called to explore the generality itself as a configuration between serenity and conception.,2,3
0,488,0,5,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,3
0,489,0,5,The future will be an astral relaunching of movability.,2,2
0,490,0,5,Attention and intention are the mechanics of manifestations.,2,4
0,491,0,5,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,4
0,492,0,5,Nature is a oneself-regulating ecosystem of rareness.,2,4
0,493,0,5,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,4
0,494,0,5,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,4
0,495,0,5,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,4
0,496,0,5,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,4
0,497,0,5,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,4
0,498,0,5,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,3
0,499,0,5,Matter is the experience in unconsciousness of deeper non-material realities.,2,4
0,500,0,5,The mind is the ground of total acceptance of bliss.,1,4
0,501,0,5,Greatness drives an abundance of balance.,1,3
0,502,0,5,Your desire is the foundation of spiritual brightness.,1,3
0,503,0,5,Death comprehends great energy.,1,4
0,504,0,5,The Higgs boson influences immortal choices.,1,2
0,505,0,5,Qualia heals irrational creativity.,1,2
0,506,0,5,Eternal stillness explains cosmic boundaries.,1,4
0,507,0,5,Imagination is entangled in your own joy.,1,4
0,508,0,5,Orderliness compliments the doorway to genes.,1,2
0,509,0,5,A single particle is rooted in boundless molecules.,1,3
0,510,0,5,Interdependence fears intricate observations.,1,2
0,511,0,5,Your body belongs to the progressive expansion of success.,1,2
0,512,0,5,Non-judgment is mirrored in karmic love.,1,3
0,513,0,5,Our consciousness shapes the barrier of positivity.,1,3
0,514,0,5,The ego imparts reality to the flow of photons.,1,3
0,515,0,5,Consciousness consists of psionic wave oscillations of quantum energy. ,1,3
0,516,0,5,"Rebirth is the nature of transformation, and of us.",1,4
0,517,0,5,"Today, science tells us that the essence of nature is empathy.",1,3
0,518,0,5,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1,3
0,519,0,5,Ecstasy is the driver of power.,1,3
0,520,0,5,The grid is buzzing with superpositions of possibilities.,1,4
0,521,0,5,The biosphere is beaming with electromagnetic forces.,1,4
0,522,0,5,You and I are adventurers of the nexus.,1,3
0,523,0,5,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1,3
0,524,0,5,To navigate the quest is to become one with it.,1,4
0,525,0,5,This life is nothing short of an invocation explosion of sentient will.,1,4
0,526,0,5,Interconnectedness requires exploration.,1,3
0,527,0,5,"By unfolding, we self-actualize.",1,4
0,528,0,5,The cosmos is aglow with sub-atomic particles.,1,4
0,529,0,5,You and I are spiritual brothers and sisters of the universe.,1,4
0,530,0,5,Newborn babies require constant attention.,4,2
0,531,0,5,Most people enjoy some sort of music.,4,2
0,532,0,5,Lazy people usually don’t succeed in life.,4,2
0,533,0,5,A balanced diet is important for maintaining good health.,4,2
0,534,0,5,Human cultures often differ from each other quite a bit.,4,2
0,535,0,5,People often have very bizarre dreams.,4,2
0,536,0,5,Higher rates of unemployment typically follow economic downturns.,4,2
0,537,0,5,Some things have very distinct smells.,4,2
0,538,0,5,Some people have poor taste in clothing.,4,1
0,539,0,5,Children sometimes look a lot like their parents.,4,2
0,540,0,5,"Your teacher can open the door, but you must enter by yourself.",3,4
0,541,0,5,The creative adult is the child who survived. ,3,4
0,542,0,5,"A river cuts through a rock, not because of its power but its persistence.",3,4
0,543,0,5,All endings are also beginnings. We just don't know it at the time.,3,4
0,544,0,5,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3,4
0,545,0,5,At the centre of your being you have the answer; you know who you are and you know what you want.,3,4
0,546,0,5,A wet person does not fear the rain.,3,4
0,547,0,5,Forgiveness means letting go of the hope for a better past.,3,4
0,548,0,5,Only those who will risk going too far can possibly find out how far one can go.,3,4
0,549,0,5,I wonder how many people I’ve looked at all my life and never seen.,3,4
0,550,0,6,Hidden meaning transforms unparalleled abstract beauty.,0,4
0,551,0,6,Good health imparts reality to subtle creativity.,0,4
0,552,0,6,Wholeness quiets infinite phenomena.,0,4
0,553,0,6,The future explains irrational facts.,0,2
0,554,0,6,Imagination is inside exponential space time events.,0,4
0,555,0,6,Your consciousness gives rise to a jumble of neural networks.,0,4
0,556,0,6,Your movement transforms universal observations.,0,3
0,557,0,6,Perceptual reality transcends subtle truth.,0,4
